МАТЕМАТИЧЕСКИЕ И ЕСТЕСТВЕННЫЕ НАУКИ;;
23.01.16;Составитель поездов;Составитель поездов Регулировщик скорости движения вагонов Кондуктор грузовых поездов
24.00.00;АВИАЦИОННАЯ И РАКЕТНО-КОСМИЧЕСКАЯ ТЕХНИКА;
24.01.01;Слесарь-сборщик авиационной техники;Слесарь-сборщик двигателей Слесарь-сборщик летательных аппаратов
24.01.02;Электромонтажник авиационной техники;Монтажник радио- и специального оборудования летательных аппаратов Монтажник электрооборудования летательных аппаратов Слесарь-монтажник приборного оборудования
24.01.03;Слесарь-механик авиационных приборов;Слесарь-механик по ремонту авиационных приборов Слесарь-сборщик авиационных приборов
24.01.04;Слесарь по ремонту авиационной техники;Слесарь по ремонту авиадвигателей Слесарь по ремонту агрегатов Слесарь по ремонту летательных аппаратов
26.00.00;ТЕХНИКА И ТЕХНОЛОГИИ КОРАБЛЕСТРОЕНИЯ И ВОДНОГО ТРАНСПОРТА;
26.01.01;Судостроитель-судоремонтник металлических судов;Котельщик судовой Сборщик-достройщик судовой Сборщик корпусов металлических судов Слесарь-монтажник судовой Судокорпусник-ремонтник Электрогазосварщик
26.01.02;Судостроитель-судоремонтник неметаллических судов;Сборщик деревянных судов Сборщик-достройщик судовой Сборщик железобетонных судов Сборщик пластмассовых судов Столяр судовой Плотник судовой Судокорпусник-ремонтник
26.01.03;Слесарь-монтажник судовой;Трубогибщик судовой Трубопроводчик судовой Слесарь-монтажник судовой
26.01.04;Слесарь-механик судовой;Слесарь-механик по испытанию установок и аппаратуры Слесарь-механик электромеханических приборов и систем
26.01.05;Электрорадиомонтажник судовой;Радиомонтажник судовой Электромонтажник судовой
26.01.06;Судоводитель-помощник механика маломерного судна;Матрос Моторист (машинист) Рулевой (кормщик)
26.01.07;Матрос;Матрос Рулевой (кормщик) Боцман Шкипер
26.01.08;Моторист (машинист);Моторист (машинист)
26.01.09;Моторист судовой;Машинист помповый (донкерман) Моторист самостоятельного управления судовым двигателем Моторист трюмный Помощник механика
26.01.10;Механик маломерного судна;Помощник механика
26.01.11;Машинист-котельный судовой;Кочегар судна Матрос пожарный Машинист котельной установки
26.01.12;Электрик судовой;Электрик судовой Матрос пожарный
26.01.13;Водолаз;Водолаз Машинист компрессора для подачи воздуха водолазам
29.00.00;ТЕХНОЛОГИИ ЛЕГКОЙ ПРОМЫШЛЕННОСТИ;
29.01.01;Скорняк;Скорняк-наборщик Скорняк-раскройщик Швея (в сырейно-красильных и скорняжных цехах)
29.01.02;Обувщик (широкого профиля);Обувщик по индивидуальному пошиву Обувщик по пошиву ортопедической обуви Обувщик по ремонту обуви
29.01.03;Сборщик обуви;Сборщик обуви Затяжчик обуви
29.01.04;Художник по костюму;Художник по костюму
29.01.05;Закройщик;Закройщик Портной
29.01.06;Раскройщик материалов;Раскройщик материалов Оператор раскройного оборудования
29.01.07;Портной;Портной
29.01.08;Оператор швейного оборудования;Оператор швейного оборудования Швея
29.01.09;Вышивальщица;Вышивальщица Вышивальщица текстильно-галантерейных изделий
29.01.10;Модистка головных уборов;Модистка головных уборов
29.01.11;Контролер качества текстильных изделий;Контролер качества
29.01.12;Оператор крутильного оборудования (для всех видов производств);Оператор крутильного оборудования Оператор тростильного оборудования
29.01.13;Оператор оборудования чесального производства (для всех видов производств);Оператор гребнечесального оборудования Оператор круглочесальной машины Оператор чесального оборудования Оператор чесально-ленточного агрегата
29.01.14;Оператор прядильного производства;Оператор ленточного оборудования Оператор ровничного оборудования Прядильщик
29.01.15;Раклист;Раклист
29.01.16;Ткач;Ткач
29.01.17;Оператор вязально-швейного оборудования;Вязальщица трикотажных изделий, полотна Кеттельщик Швея
29.01.18;Вязальщица текстильно-галантерейных изделий;Вязальщица текстильно-галантерейных изделий
29.01.19;Оператор производства нетканых материалов;Оператор вязально-прошивного оборудования Оператор иглопробивного оборудования Оператор сновального оборудования Оператор чесально-вязального оборудования
29.01.20;Красильщик (общие профессии производства текстиля);Красильщик Сушильщик
29.01.21;Оператор оборудования отделочного производства (общие профессии производства текстиля);Оператор ширильного оборудования Отделочник ткани Отбельщик Отварщик
29.01.22;Аппаратчик отделочного производства (общие профессии производства текстиля);Аппаратчик аппретирования Аппаратчик мерсеризации Аппаратчик плюсования Каландровщик
29.01.23;Наладчик полиграфического оборудования;Наладчик полиграфического оборудования
29.01.24;Оператор электронного набора и верстки;Оператор электронного набора и верстки
29.01.25;Переплетчик;Брошюровщик Переплетчик
29.01.26;Печатник плоской печати;Печатник плоской печати
29.01.27;Мастер печатного дела;Копировщик печатных форм Монтажист Печатник плоской печати Пробист плоской печати
29.01.28;Огранщик алмазов в бриллианты;Огранщик алмазов в бриллианты Обдирщик алмазов Распиловщик алмазов
29.01.29;Мастер столярного и мебельного производства;Изготовитель шаблонов Столяр Отделочник изделий из древесины Сборщик изделий из древесины
29.01.30;Обойщик мебели;Обойщик мебели Комплектовщик мебели
ЗДРАВООХРАНЕНИЕ И МЕДИЦИНСКИЕ НАУКИ;;
34.00.00;СЕСТРИНСКОЕ ДЕЛО;
34.01.01;Младшая медицинская сестра по уходу за больными;Младшая медицинская сестра по уходу за больными
СЕЛЬСКОЕ ХОЗЯЙСТВО И СЕЛЬСКОХОЗЯЙСТВЕННЫЕ НАУКИ;;
35.00.00;СЕЛЬСКОЕ, ЛЕСНОЕ И РЫБНОЕ ХОЗЯЙСТВО;
35.01.01;Мастер по лесному хозяйству;Егерь Лесовод Тракторист Водитель автомобиля
35.01.02;Станочник деревообрабатывающих станков;Станочник деревообрабатывающих станков
35.01.03;Станочник-обработчик;Станочник-распиловщик Станочник ребросклеивающего станка Станочник кромкофуговального станка Станочник усовочного станка
35.01.04;Оператор линии и установок в деревообработке;Оператор установок и линий обработки пиломатериалов Оператор сушильных установок Оператор на автоматических и полуавтоматических линиях в деревообработке
35.01.05;Контролер полуфабрикатов и изделий из древесины;Контролер деревообрабатывающего производства Сортировщик шпона и фанеры Сортировщик материалов и изделий из древесины
35.01.06;Машинист машин по производству бумаги и картона;Машинист бумагоделательной (картоноделательной) машины (сеточник) Машинист пресспата (сеточник) Прессовщик бумагоделательной (картоноделательной) машины
35.01.07;Сушильщик в бумажном производстве;Сушильщик бумагоделательной (картоноделательной) машины Сушильщик пресспата
35.01.08;Контролер целлюлозно-бумажного производства;Контролер целлюлозно-бумажного производства
35.01.09;Мастер растениеводства;Овощевод Рисовод Табаковод Цветовод Эфиромасличник Плодоовощевод Виноградарь Хмелевод Чаевод
35.01.10;Овощевод защищенного грунта;Овощевод Цветовод
35.01.11;Мастер сельскохозяйственного производства;Оператор животноводческих комплексов и механизированных ферм Слесарь по ремонту сельскохозяйственных машин и оборудования Тракторист-машинист сельскохозяйственного производства Водитель автомобиля
35.01.12;Заготовитель продуктов и сырья;Заготовитель продуктов и сырья Водитель автомобиля
35.01.13;Тракторист-машинист сельскохозяйственного производства;Слесарь по ремонту сельскохозяйственных машин и оборудования Тракторист-машинист сельскохозяйственного производства Водитель автомобиля
35.01.14;Мастер по техническому обслуживанию и ремонту машинно-тракторного парка;Мастер-наладчик по техническому обслуживанию машинно-тракторного парка Слесарь по ремонту сельскохозяйственных машин и оборудования Тракторист Водитель автомобиля Водитель мототранспортных средств
35.01.15;Электромонтер по ремонту и обслуживанию электрооборудования в сельскохозяйственном производстве;Электромонтер по ремонту и обслуживанию электрооборудования Водитель автомобиля
35.01.16;Рыбовод;Рыбовод Машинист машин и механизмов внутренних водоемов Маривод
35.01.17;Обработчик рыбы и морепродуктов;Обработчик рыбы и морепродуктов Кулинар изделий из рыбы и морепродуктов Оператор коптильной установки
35.01.18;Рыбак прибрежного лова;Рыбак прибрежного лова Изготовитель орудий лова Машинист рыбопромысловых машин и механизмов
35.01.19;Мастер садово-паркового и ландшафтного строительства;Рабочий зеленого хозяйства Садовник Цветовод
35.01.20;Пчеловод;Пчеловод Водитель автомобиля Тракторист
35.01.21;Оленевод-механизатор;Оленевод Тракторист Водитель мототранспортных средств Водитель вездехода
35.01.22;Охотник промысловый;Охотник промысловый Таксидермист
35.01.23;Хозяйка(ин) усадьбы;Оператор машинного доения Плодоовощевод Повар Учетчик
35.01.24;Управляющий сельской усадьбой;Агент по закупкам Учетчик Водитель автомобиля
36.00.00;ВЕТЕРИНАРИЯ И ЗООТЕХНИЯ;
36.01.01;Младший ветеринарный фельдшер;Санитар ветеринарный Оператор по ветеринарной обработке животных Оператор по искусственному осеменению животных и птицы
36.01.02;Мастер животноводства;Оператор животноводческих комплексов и механизированных ферм Оператор машинного доения Оператор птицефабрик и механизированных ферм Оператор свиноводческих комплексов и механизированных ферм
36.01.03;Тренер-наездник лошадей;Жокей Наездник Тренер лошадей
НАУКИ ОБ ОБЩЕСТВЕ;;
38.00.00;ЭКОНОМИКА И УПРАВЛЕНИЕ;
38.01.01;Оператор диспетчерской (производственно-диспетчерской) службы;Оператор диспетчерской (производственно-диспетчерской) службы
38.01.02;Продавец, контролер-кассир;Кассир торгового зала Контролер-кассир Продавец непродовольственных товаров Продавец продовольственных товаров
38.01.03;Контролер банка;Контролер банка Кассир
39.00.00;СОЦИОЛОГИЯ И СОЦИАЛЬНАЯ РАБОТА;
39.01.01;Социальный работник;Социальный работник
42.00.00;СРЕДСТВА МАССОВОЙ ИНФОРМАЦИИ И ИНФОРМАЦИОННО-БИБЛИОТЕЧНОЕ ДЕЛО;
42.01.01;Агент рекламный;Агент рекламный
43.00.00;СЕРВИС И ТУРИЗМ;
43.01.01;Официант, бармен;Официант Бармен Буфетчик
43.01.02;Парикмахер;Парикмахер
43.01.03;Бортпроводник судовой;Бортпроводник
43.01.04;Повар судовой;Повар судовой Камбузник
43.01.05;Оператор по обработке перевозочных документов на железнодорожном транспорте;Кассир багажный, товарный (грузовой) Кассир билетный Оператор по обработке перевозочных документов Приемосдатчик груза и багажа
43.01.06;Проводник на железнодорожном транспорте;Кассир билетный Проводник пассажирского вагона Проводник по сопровождению грузов и спецвагонов
43.01.07;Слесарь по эксплуатации и ремонту газового оборудования;Слесарь по эксплуатации и ремонту газового оборудования Слесарь по эксплуатации и подземных газопроводов
43.01.08;Аппаратчик химической чистки;Аппаратчик химической чистки Контролер качества обработки изделий Отпарщик-прессовщик Пятновыводчик
ГУМАНИТАРНЫЕ НАУКИ;;
46.00.00;ИСТОРИЯ И АРХЕОЛОГИЯ;
46.01.01;Секретарь;Секретарь-машинистка Секретарь-стенографистка
46.01.02;Архивариус;Архивариус
46.01.03;Делопроизводитель;Делопроизводитель
ИСКУССТВО И КУЛЬТУРА;;
54.00.00;ИЗОБРАЗИТЕЛЬНОЕ И ПРИКЛАДНЫЕ ВИДЫ ИСКУССТВ;
54.01.01;Исполнитель художественно-оформительских работ;Исполнитель художественно-оформительских работ
54.01.02;Ювелир;Ювелир Огранщик вставок для ювелирных и художественных изделий
54.01.03;Фотограф;Фотограф Фотолаборант Ретушер
54.01.04;Мастер народных художественных промыслов;Кружевница Вышивальщица
54.01.05;Изготовитель художественных изделий из тканей с художественной росписью;Изготовитель художественных изделий из тканей с художественной росписью
54.01.06;Изготовитель художественных изделий из металла;Изготовитель художественных изделий из металла Литейщик художественных изделий Формовщик художественного литья Чеканщик художественных изделий
54.01.07;Изготовитель художественных изделий из керамики;Изготовитель художественных изделий из керамики
54.01.08;Художник декоративной росписи по металлу;Художник декоративной росписи по металлу
54.01.09;Художник росписи по эмали;Художник росписи по эмали
54.01.10;Художник росписи по дереву;Художник росписи по дереву
54.01.11;Художник росписи по ткани;Художник росписи по ткани
54.01.12;Художник миниатюрной живописи;Художник миниатюрной живописи
54.01.13;Изготовитель художественных изделий из дерева;Выжигальщик по дереву Изготовитель художественных изделий из дерева Изготовитель художественных изделий из бересты Изготовитель художественных изделий из лозы Резчик по дереву и бересте Фанеровщик художественных изделий из дерева
54.01.14;Резчик;Резчик по камню Резчик по кости и рогу Токарь по камню
54.01.15;Инкрустатор;Инкрустатор
54.01.16;Лепщик-модельщих архитектурных деталей;Лепщик архитектурных деталей Модельщик архитектурных деталей
54.01.17;Реставратор строительный;Реставратор декоративных штукатурок и лепных изделий Реставратор декоративно-художественных покрасок Реставратор произведений из дерева
54.01.18;Реставратор тканей, гобеленов и ковров;Реставратор тканей, гобеленов и ковров
54.01.19;Реставратор памятников каменного и деревянного зодчества;Реставратор памятников каменного зодчества Реставратор памятников деревянного зодчества
55.00.00;ЭКРАННЫЕ ИСКУССТВА;
55.01.01;Киномеханик;Киномеханик Фильмопроверщик
МАТЕМАТИЧЕСКИЕ И ЕСТЕСТВЕННЫЕ НАУКИ;;
05.00.00;НАУКИ О ЗЕМЛЕ;
05.02.01;Картография;Техник-картограф Специалист по картографии
05.02.02;Гидрология;Техник-гидролог
05.02.03;Метеорология;Техник-метеоролог
ИНЖЕНЕРНОЕ ДЕЛО, ТЕХНОЛОГИИ И ТЕХНИЧЕСКИЕ НАУКИ;;
07.00.00;АРХИТЕКТУРА;
07.02.01;Архитектура;Архитектор
08.00.00;ТЕХНИКА И ТЕХНОЛОГИИ СТРОИТЕЛЬСТВА;
08.02.01;Строительство и эксплуатация зданий и сооружений;Техник Старший техник
08.02.02;Строительство и эксплуатация инженерных сооружений;Техник Старший техник
08.02.03;Производство неметаллических строительных изделий и конструкций;Техник Старший техник
08.02.04;Водоснабжение и водоотведение;Техник Старший техник
08.02.05;Строительство и эксплуатация автомобильных дорог и аэродромов;Техник Старший техник
08.02.06;Строительство и эксплуатация городских путей сообщения;Техник Старший техник
08.02.07;Монтаж и эксплуатация внутренних сантехнических устройств, кондиционирования воздуха и вентиляции;Техник Старший техник
08.02.08;Монтаж и эксплуатация оборудования и систем газоснабжения;Техник Старший техник
08.02.09;Монтаж, наладка и эксплуатация электрооборудования промышленных и гражданских зданий;Техник Старший техник
08.02.10;Строительство железных дорог, путь и путевое хозяйство;Техник Старший техник
09.00.00;ИНФОРМАТИКА И ВЫЧИСЛИТЕЛЬНАЯ ТЕХНИКА;
09.02.01;Компьютерные системы и комплексы;Техник по компьютерным системам Специалист по компьютерным системам
09.02.02;Компьютерные сети;Техник по компьютерным сетям Специалист по администрированию сети
09.02.03;Программирование в компьютерных системах;Техник-программист Программист
09.02.04;Информационные системы (по отраслям);Техник по информационным системам Специалист по информационным системам
09.02.05;Прикладная информатика (по отраслям);Техник-программист Специалист по прикладной информатике
10.00.00;ИНФОРМАЦИОННАЯ БЕЗОПАСНОСТЬ;
10.02.01;Организация и технология защиты информации;Техник по защите информации Старший техник по защите информации
10.02.02;Информационная безопасность телекоммуникационных систем;Техник по защите информации Старший техник по защите информации
10.02.03;Информационная безопасность автоматизированных систем;Техник по защите информации Старший техник по защите информации
11.00.00;ЭЛЕКТРОНИКА, РАДИОТЕХНИКА И СИСТЕМЫ СВЯЗИ;
11.02.01;Радиоаппаратостроение;Радиотехник Специалист по радиоаппаратостроению
11.02.02;Техническое обслуживание и ремонт радиоэлектронной техники (по отраслям);Техник Старший техник
11.02.03;Эксплуатация оборудования радиосвязи и электрорадионавигации судов;Техник
11.02.04;Радиотехнические комплексы и системы управления космических летательных аппаратов;Радиотехник Старший радиотехник
11.02.05;Аудиовизуальная техника;Техник Старший техник
11.02.06;Техническая эксплуатация транспортного радиоэлектронного оборудования (по видам транспорта);Техник Старший техник
11.02.07;Радиотехнические информационные системы;Радиотехник
11.02.08;Средства связи с подвижными объектами;Техник Специалист по телекоммуникациям
11.02.09;Многоканальные телекоммуникационные системы;Техник Специалист по телекоммуникациям
11.02.10;Радиосвязь, радиовещание и телевидение;Техник Специалист по телекоммуникациям
11.02.11;Сети связи и системы коммутации;Техник Специалист по телекоммуникациям
11.02.12;Почтовая связь;Специалист почтовой связи
11.02.13;Твердотельная электроника;Техник
11.02.14;Электронные приборы и устройства;Техник Специалист по электронным приборам и устройствам
12.00.00;ФОТОНИКА, ПРИБОРОСТРОЕНИЕ, ОПТИЧЕСКИЕ И БИОТЕХНИЧЕСКИЕ СИСТЕМЫ И ТЕХНОЛОГИИ;
12.02.01;Авиационные приборы и комплексы;Техник
12.02.02;Акустические приборы и системы;Техник
12.02.03;Радиоэлектронные приборные устройства;Техник
12.02.04;Электромеханические приборные устройства;Техник
12.02.05;Оптические и оптико-электронные приборы и системы;Техник
12.02.06;Биотехнические и медицинские аппараты и системы;Техник
12.02.07;Монтаж, техническое обслуживание и ремонт медицинской техники;Техник Старший техник
12.02.08;Протезно-ортопедическая и реабилитационная техника;Техник
13.00.00;ЭЛЕКТРО- И ТЕПЛОЭНЕРГЕТИКА;
13.02.01;Тепловые электрические станции;Техник-теплотехник Старший техник-теплотехник
13.02.02;Теплоснабжение и теплотехническое оборудование;Техник-теплотехник Старший техник-теплотехник
13.02.03;Электрические станции, сети и системы;Техник-электрик Старший техник-электрик
13.02.04;Гидроэлектроэнергетические установки;Техник
13.02.05;Технология воды, топлива и смазочных материалов на электрических станциях;Техник-технолог
13.02.06;Релейная защита и автоматизация электроэнергетических систем;Техник-электрик Старший техник-электрик
13.02.07;Электроснабжение (по отраслям);Техник Специалист по электроснабжению
13.02.08;Электроизоляционная, кабельная и конденсаторная техника;Техник Старший техник
13.02.09;Монтаж и эксплуатация линий электропередачи;Техник-электромонтажник
13.02.10;Электрические машины и аппараты;Техник Специалист по электрическим машинам и аппаратам
13.02.11;Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям);Техник Старший техник
14.00.00;ЯДЕРНАЯ ЭНЕРГЕТИКА И ТЕХНОЛОГИИ;
14.02.01;Атомные электрические станции и установки;Техник
14.02.02;Радиационная безопасность;Техник
14.02.03;Технология разделения изотопов;Техник-технолог
15.00.00;МАШИНОСТРОЕНИЕ;
15.02.01;Монтаж и техническая эксплуатация промышленного оборудования (по отраслям);Техник-механик Старший техник-механик
15.02.02;Техническая эксплуатация оборудования для производства электронной техники;Техник Старший техник
15.02.03;Техническая эксплуатация гидравлических машин, гидроприводов и гидропневмоавтоматики;Техник
15.02.04;Специальные машины и устройства;Техник Старший техник
15.02.05;Техническая эксплуатация оборудования в торговле и общественном питании;Техник-механик Старший техник-механик
15.02.06;Монтаж и техническая эксплуатация холодильно-компрессорных машин и установок (по отраслям);Техник Старший техник
15.02.07;Автоматизация технологических процессов и производств (по отраслям);Техник Старший техник
15.02.08;Технология машиностроения;Техник Специалист по технологии машиностроения
18.00.00;ХИМИЧЕСКИЕ ТЕХНОЛОГИИ;
18.02.01;Аналитический контроль качества химических соединений;Техник Старший техник
18.02.02;Химическая технология отделочного производства и обработки изделий;Техник-технолог
18.02.03;Химическая технология неорганических веществ;Техник-технолог Старший техник-технолог
18.02.04;Электрохимическое производство;Техник Специалист электрохимического производства
18.02.05;Производство тугоплавких неметаллических и силикатных материалов и изделий;Техник Специалист производства тугоплавких неметаллических и силикатных материалов и изделий
18.02.06;Химическая технология органических веществ;Техник-технолог Старший техник-технолог
18.02.07;Технология производства и переработки пластических масс и эластомеров;Техник-технолог Старший техник-технолог
18.02.08;Технология кинофотоматериалов и магнитных носителей;Техник-технолог Старший техник-технолог
18.02.09;Переработка нефти и газа;Техник-технолог Специалист по переработке нефти и газа
18.02.10;Коксохимическое производство;Техник-технолог Специалист коксохимического производства
18.02.11;Технология пиротехнических составов и изделий;Техник-технолог Старший техник-технолог
19.00.00;ПРОМЫШЛЕННАЯ ЭКОЛОГИЯ И БИОТЕХНОЛОГИИ;
19.02.01;Биохимическое производство;Техник-технолог Специалист биохимического производства
19.02.02;Технология хранения и переработки зерна;Техник-технолог Старший техник-технолог
19.02.03;Технология хлеба, кондитерских и макаронных изделий;Техник-технолог Старший техник-технолог
19.02.04;Технология сахаристых продуктов;Техник-технолог Старший техник-технолог
19.02.05;Технология бродильных производств и виноделие;Техник-технолог Старший техник-технолог
19.02.06;Технология консервов и пищеконцентратов;Техник-технолог Старший техник-технолог
19.02.07;Технология молока и молочных продуктов;Техник-технолог Старший техник-технолог
19.02.08;Технология мяса и мясных продуктов;Техник-технолог Старший техник-технолог
19.02.09;Технология жиров и жирозаменителей;Техник-технолог Старший техник-технолог
19.02.10;Технология продукции общественного питания;Техник-технолог Старший техник-технолог
20.00.00;ТЕХНОСФЕРНАЯ БЕЗОПАСНОСТЬ И ПРИРОДООБУСТРОЙСТВО;
20.02.01;Рациональное использование природохозяйственных комплексов;Техник-эколог Специалист по охране окружающей среды
20.02.02;Защита в чрезвычайных ситуациях;Техник-спасатель Старший техник-спасатель
20.02.03;Природоохранное обустройство территорий;Техник Старший техник
20.02.04;Пожарная безопасность;Техник Старший техник
21.00.00;ПРИКЛАДНАЯ ГЕОЛОГИЯ, ГОРНОЕ ДЕЛО, НЕФТЕГАЗОВОЕ ДЕЛО И ГЕОДЕЗИЯ;
21.02.01;Разработка и эксплуатация нефтяных и газовых месторождений;Техник-технолог Старший техник-технолог
21.02.02;Бурение нефтяных и газовых скважин;Техник-технолог Старший техник-технолог
21.02.03;Сооружение и эксплуатация газонефтепроводов и газонефтехранилищ;Техник Старший техник
21.02.04;Землеустройство;Техник-землеустроитель Специалист-землеустроитель
21.02.05;Земельно-имущественные отношения;Специалист по земельно-имущественным отношениям
21.02.06;Информационные системы обеспечения градостроительной деятельности;Техник Специалист по информационным системам обеспечения градостроительной деятельности
21.02.07;Аэрофотогеодезия;Техник-аэрофотогеодезист Специалист по аэрофотогеодезии
21.02.08;Прикладная геодезия;Техник-геодезист Специалист по геодезии
21.02.09;Гидрогеология и инженерная геология;Техник-гидрогеолог Специалист-гидрогеолог
21.02.10;Геология и разведка нефтяных и газовых месторождений;Техник-геолог Специалист по разведке нефтяных и газовых месторождений
21.02.11;Геофизические методы поисков и разведки месторождений полезных ископаемых;Техник-геофизик Специалист-геофизик
21.02.12;Технология и техника разведки месторождений полезных ископаемых;Техник - горный разведчик Специалист - горный разведчик
21.02.13;Геологическая съемка, поиски и разведка месторождений полезных ископаемых;Техник-геолог Специалист-геолог
21.02.14;Маркшейдерское дело;Горный техник-маркшейдер
21.02.15;Открытые горные работы;Горный техник-технолог Специалист по горным работам
21.02.16;Шахтное строительство;Горный техник-шахтостроитель
21.02.17;Подземная разработка месторождений полезных ископаемых;Горный техник-технолог Специалист по горным работам
21.02.18;Обогащение полезных ископаемых;Техник Старший техник
22.00.00;ТЕХНОЛОГИИ МАТЕРИАЛОВ;
22.02.01;Металлургия черных металлов;Техник Специалист по металлургии черных металлов
22.02.02;Металлургия цветных металлов;Техник Специалист по металлургии цветных металлов
22.02.03;Литейное производство черных и цветных металлов;Техник Специалист по литейному производству
22.02.04;Металловедение и термическая обработка металлов;Техник Специалист по термической обработке металлов
22.02.05;Обработка металлов давлением;Техник Специалист по обработке металлов давлением
22.02.06;Сварочное производство;Техник Специалист сварочного производства
22.02.07;Порошковая металлургия, композиционные материалы, покрытия;Техник Специалист по порошковой металлургии
23.00.00;ТЕХНИКА И ТЕХНОЛОГИИ НАЗЕМНОГО ТРАНСПОРТА;
23.02.01;Организация перевозок и управление на транспорте (по видам);Техник Старший техник
23.02.02;Автомобиле- и тракторостроение;Техник Специалист по автомобиле- и тракторостроению
23.02.03;Техническое обслуживание и ремонт автомобильного транспорта;Техник Старший техник
23.02.04;Техническая эксплуатация подъемно-транспортных, строительных, дорожных машин и оборудования (по отраслям);Техник Старший техник
23.02.05;Эксплуатация транспортного электрооборудования и автоматики (по видам транспорта, за исключением водного);Техник-электромеханик
23.02.06;Техническая эксплуатация подвижного состава железных дорог;Техник Старший техник
24.00.00;АВИАЦИОННАЯ И РАКЕТНО-КОСМИЧЕСКАЯ ТЕХНИКА;
24.02.01;Производство летательных аппаратов;Техник Специалист производства летательных аппаратов
24.02.02;Производство авиационных двигателей;Техник Специалист производства авиационных двигателей
24.02.03;Испытание летательных аппаратов;Техник Специалист по испытаниям летательных аппаратов
25.00.00;АЭРОНАВИГАЦИЯ И ЭКСПЛУАТАЦИЯ АВИАЦИОННОЙ И РАКЕТНО-КОСМИЧЕСКОЙ ТЕХНИКИ;
25.02.01;Техническая эксплуатация летательных аппаратов и двигателей;Техник Старший техник
25.02.02;Обслуживание летательных аппаратов горюче-смазочными материалами;Техник Старший техник
25.02.03;Техническая эксплуатация электрифицированных и пилотажно-навигационных комплексов;Техник
25.02.04;Летная эксплуатация летательных аппаратов;Пилот
25.02.05;Управление движением воздушного транспорта;Диспетчер
26.00.00;ТЕХНИКА И ТЕХНОЛОГИИ КОРАБЛЕСТРОЕНИЯ И ВОДНОГО ТРАНСПОРТА;
26.02.01;Эксплуатация внутренних водных путей;Техник
26.02.02;Судостроение;Техник Специалист по судостроению
26.02.03;Судовождение;Техник-судоводитель Старший техник-судоводитель
26.02.04;Монтаж и техническое обслуживание судовых машин и механизмов;Техник
26.02.05;Эксплуатация судовых энергетических установок;Техник-судомеханик Старший техник-судомеханик
26.02.06;Эксплуатация судового электрооборудования и средств автоматики;Техник-электромеханик
27.00.00;УПРАВЛЕНИЕ В ТЕХНИЧЕСКИХ СИСТЕМАХ;
27.02.01;Метрология;Техник
27.02.02;Техническое регулирование и управление качеством;Техник
27.02.03;Автоматика и телемеханика на транспорте (железнодорожном транспорте);Техник Старший техник
27.02.04;Автоматические системы управления;Техник Старший техник
27.02.05;Системы и средства диспетчерского управления;Техник
29.00.00;ТЕХНОЛОГИИ ЛЕГКОЙ ПРОМЫШЛЕННОСТИ;
29.02.01;Конструирование, моделирование и технология изделий из кожи;Технолог-конструктор
29.02.02;Технология кожи и меха;Техник-технолог
29.02.03;Конструирование, моделирование и технология изделий из меха;Технолог-конструктор
29.02.04;Конструирование, моделирование и технология швейных изделий;Технолог-конструктор
29.02.05;Технология текстильных изделий (по видам);Техник-технолог
29.02.06;Полиграфическое производство;Техник-технолог Старший техник-технолог
29.02.07;Производство изделий из бумаги и картона;Техник Старший техник
29.02.08;Технология обработки алмазов;Техник-технолог Старший техник-технолог
ЗДРАВООХРАНЕНИЕ И МЕДИЦИНСКИЕ НАУКИ;;
31.00.00;КЛИНИЧЕСКАЯ МЕДИЦИНА;
31.02.01;Лечебное дело;Фельдшер
31.02.02;Акушерское дело;Акушерка/акушер
31.02.03;Лабораторная диагностика;Медицинский лабораторный техник Медицинский технолог
31.02.04;Медицинская оптика;Медицинский оптик Оптик-оптометрист
31.02.05;Стоматология ортопедическая;Зубной техник
31.02.06;Стоматология профилактическая;Гигиенист стоматологический
32.00.00;НАУКИ О ЗДОРОВЬЕ И ПРОФИЛАКТИЧЕСКАЯ МЕДИЦИНА;
32.02.01;Медико-профилактическое дело;Санитарный фельдшер
33.00.00;ФАРМАЦИЯ;
33.02.01;Фармация;Фармацевт
34.00.00;СЕСТРИНСКОЕ ДЕЛО;
34.02.01;Сестринское дело;Медицинская сестра / Медицинский брат
34.02.02;Медицинский массаж (для обучения лиц с ограниченными возможностями здоровья по зрению);Медицинская сестра по массажу / Медицинский брат по массажу
СЕЛЬСКОЕ ХОЗЯЙСТВО И СЕЛЬСКОХОЗЯЙСТВЕННЫЕ НАУКИ;;
35.00.00;СЕЛЬСКОЕ, ЛЕСНОЕ И РЫБНОЕ ХОЗЯЙСТВО;
35.02.01;Лесное и лесопарковое хозяйство;Специалист лесного и лесопаркового хозяйства
35.02.02;Технология лесозаготовок;Техник-технолог Старший техник-технолог
35.02.03;Технология деревообработки;Техник-технолог Старший техник-технолог
35.02.04;Технология комплексной переработки древесины;Техник-технолог Старший техник-технолог
35.02.05;Агрономия;Агроном Старший агроном
35.02.06;Технология производства и переработки сельскохозяйственной продукции;Технолог Старший технолог
35.02.07;Механизация сельского хозяйства;Техник-механик Старший техник-механик
35.02.08;Электрификация и автоматизация сельского хозяйства;Техник-электрик Старший техник-электрик
35.02.09;Ихтиология и рыбоводство;Техник-рыбовод Старший техник-рыбовод
35.02.10;Обработка водных биоресурсов;Техник-технолог Старший техник-технолог
